,location,size,total_sqft,bath,price,bhk,price_per_sqft
3431,other,2 BHK,1464.0,2.0,56.0,2,3825
3433,Shivaji Nagar,2 BHK,850.0,2.0,55.0,2,6470
3436,other,2 Bedroom,1500.0,1.0,160.0,2,10666
3439,Devanahalli,2 BHK,1080.0,2.0,44.0,2,4074
3441,Electronic City,2 BHK,1020.0,2.0,29.46,2,2888
3445,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000
3446,Channasandra,2 BHK,1030.0,2.0,34.5,2,3349
3447,Hebbal,2 BHK,1440.0,2.0,115.0,2,7986
3448,Hoodi,2 BHK,1500.0,2.0,84.0,2,5600
3449,Thanisandra,1 Bedroom,1380.0,1.0,62.1,1,4500
3450,other,2 BHK,1200.0,2.0,50.0,2,4166
3451,other,1 BHK,705.0,1.0,36.5,1,5177
3456,R.T. Nagar,2 BHK,1200.0,2.0,45.0,2,3750
3457,Sarjapur  Road,1 BHK,685.0,1.0,40.0,1,5839
3458,other,2 BHK,925.0,2.0,42.0,2,4540
3459,other,2 BHK,1230.0,2.0,57.0,2,4634
3461,Kodichikkanahalli,2 BHK,1125.0,2.0,52.0,2,4622
3462,Hebbal,2 BHK,1100.0,2.0,54.0,2,4909
3467,other,1 Bedroom,1260.0,1.0,41.0,1,3253
3469,HSR Layout,2 BHK,1185.0,2.0,60.0,2,5063
3470,other,2 Bedroom,1200.0,2.0,216.0,2,18000
3471,Hennur,2 BHK,1255.0,2.0,58.0,2,4621
3475,other,2 Bedroom,1200.0,2.0,125.0,2,10416
3479,Yelahanka New Town,2 Bedroom,1200.0,2.0,130.0,2,10833
3483,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,2,3381
3484,Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
3486,other,1 Bedroom,700.0,1.0,162.0,1,23142
3487,Balagere,2 BHK,1205.47,2.0,81.0,2,6719
3491,Kanakpura Road,2 BHK,1090.0,2.0,54.54,2,5003
3493,Kundalahalli,1 BHK,2400.0,1.0,650.0,1,27083
3494,Thanisandra,1 BHK,923.0,1.0,60.84,1,6591
3496,Green Glen Layout,2 BHK,1050.0,2.0,48.0,2,4571
3497,Whitefield,2 BHK,1495.0,2.0,79.5,2,5317
3501,Indira Nagar,1 Bedroom,500.0,1.0,70.0,1,14000
3502,Sarjapur  Road,2 BHK,944.0,2.0,35.0,2,3707
3504,Whitefield,2 BHK,1216.0,2.0,66.48,2,5467
3505,other,2 BHK,1100.0,2.0,39.5,2,3590
3507,Yelahanka,2 BHK,1274.0,2.0,48.42,2,3800
3514,other,2 BHK,1219.0,2.0,40.0,2,3281
3517,Hormavu,2 BHK,1141.0,2.0,44.4,2,3891
3518,Anandapura,2 BHK,1151.0,2.0,43.1,2,3744
3520,Sarjapur  Road,2 BHK,915.0,2.0,38.0,2,4153
3522,Bannerghatta Road,2 BHK,1115.0,2.0,65.12,2,5840
3524,Kaggadasapura,2 BHK,1200.0,2.0,53.0,2,4416
3525,Singasandra,2 BHK,1300.0,2.0,65.0,2,5000
3526,Bellandur,2 BHK,1457.0,2.0,85.0,2,5833
3527,Kannamangala,2 BHK,1262.0,2.0,55.0,2,4358
3529,Ananth Nagar,2 BHK,900.0,2.0,22.5,2,2500
3530,Attibele,1 BHK,420.0,1.0,17.0,1,4047
3531,Kanakapura,2 BHK,1160.0,2.0,46.39,2,3999
3532,Kasavanhalli,2 BHK,1115.0,2.0,50.0,2,4484
3534,Babusapalaya,2 BHK,1500.0,2.0,57.0,2,3800
3535,HSR Layout,2 BHK,1127.0,2.0,68.0,2,6033
3537,Whitefield,2 BHK,1173.0,2.0,60.0,2,5115
3538,Sompura,2 BHK,1090.0,2.0,28.0,2,2568
3540,Jakkur,2 BHK,1230.0,2.0,76.0,2,6178
3542,Sarjapur  Road,2 BHK,858.0,2.0,31.57,2,3679
3548,Tindlu,2 Bedroom,1350.0,2.0,100.0,2,7407
3551,other,2 BHK,970.0,2.0,40.0,2,4123
3553,Sarjapur,2 BHK,1157.0,2.0,40.0,2,3457
3554,Kasavanhalli,2 BHK,1125.0,2.0,61.2,2,5440
3555,Sonnenahalli,2 BHK,1157.0,2.0,42.0,2,3630
3556,Sarjapur  Road,2 BHK,1241.0,2.0,82.0,2,6607
3557,Binny Pete,1 BHK,660.0,1.0,62.0,1,9393
3560,other,1 BHK,596.0,1.0,42.0,1,7046
3564,Brookefield,2 BHK,1139.0,2.0,80.0,2,7023
3566,Sarjapura - Attibele Road,2 BHK,1033.0,2.0,28.41,2,2750
3567,Yeshwanthpur,2 BHK,1168.0,2.0,64.08,2,5486
3568,Chandapura,2 BHK,877.0,2.0,42.0,2,4789
3569,Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597
3575,other,2 BHK,985.0,2.0,63.0,2,6395
3576,other,2 BHK,1300.0,2.0,129.0,2,9923
3579,other,2 BHK,620.0,1.0,25.0,2,4032
3580,Hormavu,2 BHK,1130.0,2.0,42.3,2,3743
3581,Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092
3587,Electronic City,2 BHK,1128.0,2.0,68.0,2,6028
3589,Kanakpura Road,2 BHK,1051.0,2.0,56.74,2,5398
3592,Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405
3594,other,2 BHK,1301.0,2.0,55.0,2,4227
3595,other,1 BHK,650.0,1.0,30.0,1,4615
3600,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888
3601,Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,4665
3603,Nagarbhavi,1 Bedroom,900.0,1.0,175.0,1,19444
3607,Kaggadasapura,2 BHK,1118.0,2.0,30.0,2,2683
3608,other,1 BHK,910.0,1.0,42.0,1,4615
3610,Hosakerehalli,2 BHK,1304.0,2.0,100.0,2,7668
3612,Sarjapur  Road,2 BHK,1400.0,2.0,68.0,2,4857
3613,CV Raman Nagar,2 BHK,1070.0,2.0,47.5,2,4439
3615,Hoodi,2 BHK,1132.0,2.0,89.37,2,7894
3618,Sector 2 HSR Layout,1 BHK,794.0,1.0,65.0,1,8186
3619,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,43.59,2,3999
3622,Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
3623,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250
3624,Whitefield,2 BHK,1269.0,2.0,75.0,2,5910
3626,Kanakpura Road,2 BHK,1070.0,2.0,37.45,2,3500
3627,Talaghattapura,2 BHK,1150.0,2.0,28.0,2,2434
3628,Marathahalli,2 BHK,1208.0,2.0,70.0,2,5794
3629,Ramamurthy Nagar,2 BHK,1185.0,2.0,45.5,2,3839
3631,Anekal,2 BHK,888.0,2.0,34.0,2,3828
3632,Chandapura,2 BHK,1015.0,2.0,25.88,2,2549
3633,other,1 BHK,532.0,1.0,22.49,1,4227
3635,Electronic City,1 BHK,700.0,1.0,35.0,1,5000
3636,other,2 BHK,902.0,2.0,42.0,2,4656
3638,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000
3639,Binny Pete,2 BHK,1365.0,2.0,122.0,2,8937
3640,Doddathoguru,2 BHK,984.0,2.0,51.0,2,5182
3643,Haralur Road,2 BHK,1300.0,2.0,79.0,2,6076
3646,other,2 BHK,1550.0,2.0,160.0,2,10322
3652,Uttarahalli,2 BHK,1137.0,2.0,63.0,2,5540
3660,other,2 BHK,1080.0,2.0,55.0,2,5092
3662,Doddathoguru,1 BHK,550.0,1.0,17.0,1,3090
3664,Somasundara Palya,2 BHK,1033.0,2.0,48.0,2,4646
3665,other,2 Bedroom,1000.0,2.0,80.0,2,8000
3667,other,2 BHK,1240.0,2.0,52.6,2,4241
3669,Kambipura,2 BHK,883.0,2.0,39.0,2,4416
3675,Hebbal Kempapura,2 BHK,1150.0,2.0,40.0,2,3478
3676,other,2 BHK,1200.0,2.0,49.0,2,4083
3677,Kengeri,2 BHK,963.0,2.0,40.0,2,4153
3683,Hennur Road,2 BHK,901.0,2.0,49.5,2,5493
3690,other,2 BHK,1203.0,2.0,59.86,2,4975
3691,Horamavu Banaswadi,2 BHK,1357.0,2.0,54.0,2,3979
3693,Yelahanka New Town,1 BHK,350.0,1.0,13.5,1,3857
3696,Sarjapur  Road,1 BHK,835.0,1.0,46.95,1,5622
3697,other,2 Bedroom,815.0,3.0,160.0,2,19631
3699,Kanakapura,2 BHK,1277.0,2.0,55.0,2,4306
3701,other,2 BHK,1134.0,2.0,40.0,2,3527
3702,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499
3704,Marathahalli,2 BHK,1325.0,1.0,92.0,2,6943
3708,Electronics City Phase 1,1 BHK,650.0,1.0,23.0,1,3538
3710,Electronic City,2 BHK,1150.0,2.0,38.0,2,3304
3711,Electronic City Phase II,2 BHK,769.0,2.0,40.0,2,5201
3715,Bommasandra,2 BHK,902.0,2.0,49.0,2,5432
3717,Electronic City,2 BHK,1090.0,2.0,31.49,2,2888
3719,Haralur Road,2 BHK,1088.0,2.0,68.0,2,6250
3723,Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2,5700
3724,other,2 BHK,1100.0,2.0,56.1,2,5100
3725,Electronic City,2 BHK,1089.0,2.0,45.0,2,4132
3726,Horamavu Agara,2 BHK,1106.0,2.0,43.09,2,3896
3727,Kengeri,2 BHK,927.0,2.0,37.0,2,3991
3728,Kanakpura Road,2 BHK,1339.0,2.0,58.0,2,4331
3729,Thanisandra,1 BHK,923.0,1.0,45.69,1,4950
3731,Lakshminarayana Pura,2 BHK,1175.0,2.0,75.0,2,6382
3732,Thubarahalli,2 BHK,975.0,2.0,55.0,2,5641
3735,Thanisandra,2 BHK,1183.0,2.0,59.74,2,5049
3740,Pai Layout,2 BHK,1100.0,2.0,50.0,2,4545
3741,Ramamurthy Nagar,2 BHK,1170.0,2.0,46.8,2,4000
3744,Hebbal,2 BHK,1420.0,2.0,107.0,2,7535
3749,other,2 Bedroom,675.0,3.0,52.0,2,7703
3750,Hoodi,2 BHK,1055.0,2.0,57.63,2,5462
3752,Sarjapur  Road,2 BHK,1280.0,2.0,76.0,2,5937
3754,Sarjapur  Road,2 BHK,1145.0,2.0,49.5,2,4323
3758,Rajaji Nagar,2 BHK,1718.0,3.0,288.0,2,16763
3760,Hebbal,2 BHK,1320.0,2.0,92.0,2,6969
3768,Lakshminarayana Pura,2 BHK,1190.0,2.0,75.0,2,6302
3769,Whitefield,2 BHK,1000.0,2.0,35.0,2,3500
3770,other,2 Bedroom,2400.0,2.0,160.0,2,6666
3771,Kumaraswami Layout,2 BHK,1000.0,2.0,48.5,2,4850
3773,KR Puram,2 BHK,1100.0,2.0,46.0,2,4181
3776,Electronic City,2 BHK,1110.0,2.0,40.0,2,3603
3777,Kudlu,2 BHK,1027.0,2.0,43.0,2,4186
3780,other,2 BHK,1150.0,2.0,75.0,2,6521
3782,Kudlu Gate,1 BHK,703.0,1.0,52.0,1,7396
3784,Bellandur,2 BHK,1195.0,2.0,51.0,2,4267
3785,Narayanapura,2 BHK,1302.0,2.0,69.1,2,5307
3792,Old Airport Road,2 BHK,1150.0,2.0,90.0,2,7826
3794,Sarjapur  Road,2 BHK,1263.0,2.0,78.0,2,6175
3796,Kanakpura Road,2 BHK,1299.0,2.0,85.0,2,6543
3797,Banashankari,2 BHK,1330.0,2.0,78.0,2,5864
3800,other,2 BHK,861.0,2.0,35.0,2,4065
3802,other,2 BHK,1256.0,2.0,62.8,2,5000
3806,Hebbal,2 BHK,919.0,2.0,49.0,2,5331
3808,Gunjur,2 BHK,1195.0,2.0,44.0,2,3682
3810,Yelenahalli,2 BHK,1159.0,2.0,60.0,2,5176
3812,Harlur,2 BHK,1197.0,2.0,79.0,2,6599
3816,Whitefield,2 BHK,1132.0,2.0,79.28,2,7003
3820,Whitefield,2 BHK,1200.0,2.0,45.84,2,3820
3823,Doddathoguru,2 BHK,1015.0,2.0,33.5,2,3300
3824,other,2 BHK,1080.0,2.0,39.0,2,3611
3827,Kothanur,2 BHK,1185.0,2.0,59.0,2,4978
3834,KR Puram,2 BHK,1290.0,2.0,49.02,2,3800
3839,Electronic City,2 BHK,550.0,1.0,15.0,2,2727
3840,Whitefield,2 BHK,1140.0,2.0,39.0,2,3421
3843,Kaval Byrasandra,2 BHK,1100.0,2.0,46.0,2,4181
3844,other,2 BHK,1200.0,2.0,55.0,2,4583
3848,Anandapura,2 BHK,1141.0,2.0,42.75,2,3746
3849,AECS Layout,2 BHK,1080.0,2.0,55.0,2,5092
3850,HBR Layout,2 BHK,1200.0,2.0,60.0,2,5000
3851,Varthur,2 BHK,1111.0,2.0,41.88,2,3769
3852,NGR Layout,2 BHK,1022.0,2.0,45.9,2,4491
3853,Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2,5098
3854,other,2 BHK,900.0,2.0,70.0,2,7777
3855,Rachenahalli,2 BHK,1224.0,2.0,39.2,2,3202
3856,Battarahalli,2 BHK,1135.0,2.0,43.0,2,3788
3857,Rachenahalli,2 BHK,1050.0,2.0,52.1,2,4961
3859,Nagavarapalya,2 BHK,1392.0,2.0,130.0,2,9339
3860,Bellandur,2 BHK,1050.0,2.0,72.0,2,6857
3863,Bannerghatta Road,2 BHK,892.0,2.0,39.0,2,4372
3864,Whitefield,2 BHK,1205.0,2.0,40.0,2,3319
3869,Indira Nagar,2 BHK,1400.0,2.0,168.0,2,12000
3870,Kengeri,2 BHK,726.0,2.0,35.0,2,4820
3873,Horamavu Agara,2 BHK,1079.0,2.0,41.0,2,3799
3874,Begur Road,2 BHK,1170.0,2.0,46.0,2,3931
3875,Doddathoguru,2 BHK,1104.0,2.0,39.0,2,3532
3876,Kanakpura Road,2 BHK,950.0,2.0,45.0,2,4736
3880,other,2 BHK,1100.0,2.0,38.0,2,3454
3882,Ramagondanahalli,2 BHK,1215.0,2.0,45.5,2,3744
3884,Electronic City,2 BHK,1130.0,2.0,32.63,2,2887
3888,Hulimavu,2 BHK,1225.0,2.0,55.0,2,4489
3890,Thigalarapalya,2 BHK,1418.0,2.0,103.0,2,7263
3892,Sonnenahalli,1 BHK,605.0,1.0,40.0,1,6611
3894,Electronic City Phase II,2 BHK,900.0,2.0,32.5,2,3611
3895,other,1 Bedroom,750.0,2.0,50.0,1,6666
3897,Ananth Nagar,2 BHK,908.0,2.0,26.0,2,2863
3901,Iblur Village,2 BHK,1400.0,2.0,68.0,2,4857
3902,Kudlu,2 BHK,1092.0,2.0,44.0,2,4029
3903,Hulimavu,2 BHK,1255.0,2.0,74.0,2,5896
3905,Thanisandra,2 BHK,1296.0,2.0,72.0,2,5555
3906,Horamavu Banaswadi,2 BHK,925.0,2.0,38.0,2,4108
3907,Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,42.0,2,4105
3908,other,2 BHK,600.0,3.0,75.0,2,12500
3909,Thanisandra,2 BHK,1020.0,2.0,44.5,2,4362
3913,Hosakerehalli,2 BHK,1925.0,2.0,50.0,2,2597
3914,Kogilu,2 BHK,1190.0,2.0,50.66,2,4257
3916,6th Phase JP Nagar,2 BHK,1140.0,2.0,65.0,2,5701
3920,Sanjay nagar,1 BHK,965.0,1.0,32.0,1,3316
3922,other,2 BHK,1205.0,2.0,60.0,2,4979
3926,other,2 Bedroom,1200.0,3.0,46.14,2,3845
3931,other,2 BHK,1125.0,2.0,44.0,2,3911
3932,other,2 Bedroom,1200.0,2.0,70.0,2,5833
3936,other,2 Bedroom,1200.0,2.0,160.0,2,13333
3938,Pai Layout,2 BHK,1255.0,2.0,80.0,2,6374
3940,Somasundara Palya,2 BHK,1329.0,2.0,70.0,2,5267
3941,Chandapura,2 Bedroom,1200.0,2.0,60.0,2,5000
3944,other,1 BHK,813.0,1.0,39.0,1,4797
3947,Kalena Agrahara,2 BHK,800.0,2.0,30.0,2,3750
3955,other,2 BHK,1090.0,2.0,36.0,2,3302
3956,NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750
3958,Varthur,2 BHK,1097.0,2.0,33.82,2,3082
3959,Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,50.0,2,4672
3960,Kumaraswami Layout,2 BHK,1000.0,2.0,58.0,2,5800
3962,other,2 BHK,1150.0,2.0,56.0,2,4869
3964,other,2 BHK,1141.0,2.0,49.0,2,4294
3965,Jigani,2 BHK,937.0,2.0,44.0,2,4695
3966,Green Glen Layout,2 BHK,1075.0,2.0,60.0,2,5581
3967,Panathur,2 BHK,1000.0,2.0,65.3,2,6530
3970,other,2 BHK,936.0,2.0,43.0,2,4594
3971,other,2 BHK,1280.0,2.0,75.0,2,5859
3972,Babusapalaya,2 BHK,1050.0,2.0,45.0,2,4285
3973,Marathahalli,2 BHK,1350.0,2.0,86.0,2,6370
3974,Mallasandra,2 BHK,1325.0,2.0,70.0,2,5283
3975,Devanahalli,2 BHK,1174.0,2.0,59.0,2,5025
3977,other,1 BHK,735.0,1.0,75.0,1,10204
3978,other,1 BHK,500.0,1.0,24.0,1,4800
3982,7th Phase JP Nagar,2 BHK,1212.0,3.0,42.0,2,3465
3983,other,2 BHK,1100.0,2.0,50.0,2,4545
3986,Billekahalli,2 BHK,1140.0,2.0,50.0,2,4385
3987,other,2 Bedroom,1200.0,2.0,100.0,2,8333
3992,Uttarahalli,2 BHK,1325.0,2.0,53.0,2,4000
3996,Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2,5555
3997,Vittasandra,2 BHK,1934.0,2.0,90.0,2,4653
3998,Malleshpalya,2 BHK,1060.0,2.0,40.0,2,3773
4000,Murugeshpalya,2 BHK,1185.0,2.0,85.0,2,7172
4003,other,2 BHK,1196.0,2.0,56.81,2,4750
4004,EPIP Zone,2 BHK,1280.0,2.0,69.0,2,5390
4006,Hulimavu,2 BHK,1175.0,2.0,45.0,2,3829
4009,Whitefield,2 BHK,1195.0,2.0,70.0,2,5857
4013,Hosur Road,2 BHK,1180.0,2.0,36.5,2,3093
4014,Jakkur,2 BHK,1050.0,2.0,49.87,2,4749
4017,other,2 BHK,1030.0,2.0,77.25,2,7500
4018,other,2 BHK,1512.0,1.0,65.01,2,4299
4019,Subramanyapura,2 BHK,929.0,2.0,48.0,2,5166
4026,Sector 7 HSR Layout,2 BHK,1163.0,2.0,98.86,2,8500
4029,Chandapura,1 BHK,520.0,1.0,14.04,1,2700
4031,Prithvi Layout,2 BHK,1352.0,2.0,75.0,2,5547
4032,Electronic City,2 BHK,1152.0,2.0,65.0,2,5642
4036,Marathahalli,2 BHK,957.0,2.0,47.0,2,4911
4039,Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2,3301
4040,other,2 BHK,975.0,2.0,50.0,2,5128
4041,Ramamurthy Nagar,2 BHK,1150.0,2.0,51.0,2,4434
4045,Kanakapura,2 BHK,1151.0,2.0,59.0,2,5125
4047,Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591
4048,other,2 BHK,1380.0,2.0,75.0,2,5434
4050,Babusapalaya,2 BHK,1141.0,2.0,45.9,2,4022
4051,7th Phase JP Nagar,2 BHK,1175.0,2.0,82.5,2,7021
4053,Dasarahalli,2 BHK,1150.0,2.0,70.0,2,6086
4055,other,2 BHK,1000.0,2.0,45.0,2,4500
4056,Balagere,2 BHK,1007.0,2.0,65.0,2,6454
4062,Rajaji Nagar,2 Bedroom,1200.0,2.0,150.0,2,12500
4063,Rayasandra,2 BHK,1016.0,2.0,58.0,2,5708
4064,Dodda Nekkundi,2 BHK,1100.0,2.0,48.0,2,4363
4065,other,2 BHK,1080.0,2.0,45.0,2,4166
4066,Electronic City,2 BHK,1070.0,2.0,60.0,2,5607
4068,Hennur,2 BHK,1040.0,2.0,42.12,2,4050
4070,Tumkur Road,2 BHK,1137.5,2.0,48.905,2,4299
4072,Rajaji Nagar,2 Bedroom,1160.0,1.0,163.0,2,14051
4075,other,2 BHK,1190.0,2.0,100.0,2,8403
4077,HRBR Layout,2 BHK,1210.0,2.0,75.0,2,6198
4079,Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095
4080,Hebbal,2 BHK,1251.0,2.0,88.73,2,7092
4082,Electronic City,2 BHK,1128.0,2.0,65.5,2,5806
4089,Kumaraswami Layout,2 BHK,1000.0,2.0,36.0,2,3600
4091,Sahakara Nagar,2 BHK,960.0,2.0,56.0,2,5833
4092,other,2 BHK,1180.0,2.0,63.0,2,5338
4094,NRI Layout,2 Bedroom,650.0,2.0,59.0,2,9076
4095,Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250
4098,Bannerghatta Road,2 BHK,1157.0,2.0,40.0,2,3457
4102,Jakkur,2 BHK,1290.0,2.0,80.0,2,6201
4103,Hoskote,2 BHK,1170.0,2.0,45.0,2,3846
4105,Yelachenahalli,2 BHK,1400.0,2.0,78.0,2,5571
4106,Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250
4109,Kanakpura Road,2 BHK,700.0,2.0,40.0,2,5714
4111,Hoodi,2 BHK,1112.0,2.0,88.0,2,7913
4112,Somasundara Palya,2 BHK,1178.0,2.0,78.0,2,6621
4113,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357
4114,Doddathoguru,2 BHK,915.0,2.0,32.0,2,3497
4116,Hosur Road,1 BHK,760.0,1.0,21.28,1,2800
4118,other,2 BHK,1206.0,2.0,38.5,2,3192
4124,Yelenahalli,2 BHK,1056.0,2.0,33.0,2,3125
4127,other,2 BHK,1161.0,2.0,36.69,2,3160
4128,other,2 BHK,1097.0,2.0,65.0,2,5925
4129,Uttarahalli,2 BHK,850.0,2.0,35.0,2,4117
4132,Electronic City,2 BHK,1200.0,2.0,59.0,2,4916
4133,8th Phase JP Nagar,2 BHK,1080.0,2.0,38.0,2,3518
4134,Kasavanhalli,2 BHK,1200.0,2.0,50.3,2,4191
4138,Kanakpura Road,1 BHK,458.0,1.0,19.695,1,4300
4139,Marathahalli,2 BHK,1230.0,2.0,57.0,2,4634
4144,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999
4145,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500
4148,Kanakapura,2 BHK,1110.0,2.0,38.85,2,3500
4150,other,2 BHK,620.0,2.0,22.0,2,3548
4152,Hosa Road,2 BHK,1133.0,2.0,52.0,2,4589
4153,Hennur Road,2 BHK,1182.0,2.0,82.5,2,6979
4156,Marathahalli,2 BHK,1200.0,2.0,58.0,2,4833
4157,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,4325
4158,other,2 BHK,900.0,2.0,110.0,2,12222
4159,Amruthahalli,2 BHK,1100.0,2.0,45.0,2,4090
4160,Kengeri Satellite Town,2 BHK,635.0,1.0,22.0,2,3464
4164,Old Madras Road,2 BHK,1171.0,2.0,75.0,2,6404
4166,8th Phase JP Nagar,2 BHK,1059.0,2.0,34.5,2,3257
4169,other,2 Bedroom,1200.0,2.0,125.0,2,10416
4172,Whitefield,2 BHK,1250.0,2.0,72.0,2,5760
4173,Whitefield,1 BHK,709.0,1.0,34.385,1,4849
4174,Whitefield,2 BHK,1340.0,2.0,77.0,2,5746
4176,Hosa Road,2 BHK,1369.1,2.0,104.0,2,7596
4177,other,2 BHK,1355.0,2.0,75.0,2,5535
4178,Bannerghatta Road,2 BHK,1150.0,2.0,65.0,2,5652
4187,Yelahanka,2 BHK,1270.0,2.0,78.0,2,6141
4192,Panathur,2 BHK,1109.0,2.0,63.0,2,5680
4193,other,2 BHK,1280.0,2.0,49.75,2,3886
4198,Marathahalli,1 BHK,607.0,1.0,35.0,1,5766
4199,Kammasandra,2 BHK,930.0,2.0,25.0,2,2688
4205,other,2 Bedroom,4200.0,1.0,160.0,2,3809
4206,EPIP Zone,2 BHK,1125.0,2.0,65.0,2,5777
4208,Whitefield,2 BHK,1320.0,2.0,79.5,2,6022
4212,Whitefield,2 BHK,750.0,2.0,52.7,2,7026
4219,Poorna Pragna Layout,2 BHK,965.0,2.0,48.0,2,4974
4220,Gottigere,1 Bedroom,812.0,1.0,26.0,1,3201
4221,KR Puram,2 BHK,1100.0,2.0,43.0,2,3909
4222,Whitefield,2 BHK,1180.0,2.0,41.0,2,3474
4223,HSR Layout,2 BHK,1145.0,2.0,48.0,2,4192
4224,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
4225,other,2 BHK,1215.0,2.0,49.85,2,4102
4226,Hegde Nagar,2 Bedroom,1200.0,2.0,75.0,2,6250
4227,Kenchenahalli,2 BHK,1015.0,2.0,58.0,2,5714
4231,other,2 BHK,1076.0,2.0,52.0,2,4832
4232,JP Nagar,2 BHK,1300.0,2.0,109.0,2,8384
4233,Hebbal Kempapura,2 BHK,1300.0,2.0,102.0,2,7846
4236,Yeshwanthpur,1 BHK,605.0,1.0,41.745,1,6899
4237,Hormavu,2 BHK,1153.0,2.0,65.0,2,5637
4238,other,2 Bedroom,2080.0,2.0,150.0,2,7211
4239,Hulimavu,2 BHK,1255.0,2.0,69.0,2,5498
4241,other,2 BHK,1505.0,2.0,90.0,2,5980
4245,Magadi Road,1 Bedroom,440.0,1.0,35.0,1,7954
4246,Subramanyapura,2 BHK,975.0,2.0,63.0,2,6461
4247,other,2 BHK,1250.0,2.0,39.0,2,3120
4250,Channasandra,2 BHK,1115.0,2.0,40.0,2,3587
4251,Sarjapur  Road,2 BHK,1308.0,2.0,83.0,2,6345
4252,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936
4256,Rajaji Nagar,2 BHK,1222.0,2.0,112.0,2,9165
4257,Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,42.85,2,3382
4258,Balagere,1 BHK,656.0,1.0,53.0,1,8079
4261,Chandapura,2 Bedroom,1200.0,1.0,36.0,2,3000
4265,Electronic City,2 BHK,1152.0,2.0,65.75,2,5707
4266,Raja Rajeshwari Nagar,1 BHK,550.0,1.0,21.0,1,3818
4267,Pattandur Agrahara,2 BHK,900.0,2.0,42.0,2,4666
4270,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583
4272,Gottigere,2 BHK,990.0,2.0,40.0,2,4040
4273,Sarjapur  Road,2 BHK,1016.0,2.0,45.0,2,4429
4274,Bannerghatta Road,2 BHK,1100.0,2.0,39.0,2,3545
4276,Whitefield,2 BHK,1095.0,2.0,35.0,2,3196
4278,Budigere,2 BHK,1444.0,2.0,70.0,2,4847
4279,Whitefield,2 BHK,1415.0,2.0,67.0,2,4734
4282,Whitefield,2 BHK,1105.0,2.0,41.36,2,3742
4285,Kanakpura Road,2 BHK,1080.0,2.0,37.8,2,3499
4290,Sarjapur  Road,2 BHK,1150.0,2.0,77.0,2,6695
4294,Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750
4295,Hennur Road,2 BHK,1036.0,2.0,59.46,2,5739
4297,other,2 BHK,1400.0,2.0,80.0,2,5714
4298,Bommanahalli,2 BHK,1110.0,2.0,33.0,2,2972
4299,Kodichikkanahalli,2 BHK,1150.0,2.0,48.0,2,4173
4300,Kenchenahalli,1 BHK,715.0,1.0,45.0,1,6293
4312,Chandapura,2 BHK,975.0,2.0,24.86,2,2549
4317,other,2 BHK,1100.0,2.0,38.0,2,3454
4321,Begur Road,2 BHK,1160.0,2.0,42.92,2,3700
4322,Chandapura,1 BHK,620.0,1.0,27.0,1,4354
4327,Whitefield,2 BHK,1405.0,2.0,84.5,2,6014
4328,Gunjur,2 BHK,1190.0,2.0,40.0,2,3361
4329,Harlur,2 BHK,1174.0,2.0,78.0,2,6643
4330,Seegehalli,2 Bedroom,1155.0,2.0,72.0,2,6233
4332,other,2 BHK,745.0,2.0,50.0,2,6711
4333,Kereguddadahalli,2 BHK,1000.0,2.0,30.0,2,3000
4334,Jigani,2 BHK,923.0,2.0,50.0,2,5417
4335,Yeshwanthpur,2 BHK,1000.0,2.0,32.0,2,3200
4336,Battarahalli,2 BHK,1276.0,2.0,45.0,2,3526
